
"UCL_CODE_2016"	"UCL_NAME_2016"	"Latitude"	"Longitude"
"UCL315007"	"Boonah"	-28.003821	152.674386
"UCL315008"	"Burnett Heads"	-24.777515	152.40955
"UCL315009"	"Burrum Heads"	-25.188903	152.611754
"UCL315010"	"Calliope"	-24.003641	151.197543
"UCL315011"	"Cambooya"	-27.711564	151.864534
"UCL315012"	"Cardwell"	-18.263675	146.024519
"UCL315013"	"Cedar Grove"	-27.860748	152.984331
"UCL315014"	"Cedar Vale"	-27.879873	153.002046
"UCL315015"	"Charleville"	-26.40432	146.244307
"UCL315016"	"Cherbourg"	-26.287503	151.932794
"UCL315017"	"Childers"	-25.236458	152.277862
"UCL315018"	"Clermont"	-22.827031	147.638071
"UCL315019"	"Clifton"	-27.934453	151.907174
"UCL315020"	"Cloncurry"	-20.690765	140.507582
"UCL315021"	"Collinsville"	-20.553985	147.842884
"UCL315022"	"Cooktown"	-15.474014	145.258471
"UCL315023"	"Cooloola Village"	-25.973735	152.98591
"UCL315024"	"Cooroy"	-26.416685	152.908318
"UCL315025"	"Crows Nest"	-27.2652	152.055236
"UCL315026"	"D'Aguilar"	-26.982185	152.805049
"UCL315027"	"Dayboro"	-27.19931	152.81669
"UCL315028"	"Doomadgee"	-17.944511	138.835248
"UCL315029"	"Dysart"	-22.586262	148.339558
"UCL315030"	"Emu Park"	-23.272992	150.82214
"UCL315031"	"Fernvale"	-27.455511	152.659255
"UCL315032"	"Gayndah"	-25.625191	151.612095
"UCL315033"	"Glass House Mountains"	-26.90791	152.967286
"UCL315034"	"Gleneagle"	-27.941927	152.991834
"UCL315035"	"Gowrie Junction"	-27.482042	151.871863
"UCL315036"	"Gununa"	-16.658594	139.177814
"UCL315037"	"Hamilton Island"	-20.354224	148.963453
"UCL315038"	"Hay Point"	-21.298249	149.270958
"UCL315039"	"Home Hill"	-19.659518	147.413808
"UCL315040"	"Howard"	-25.316957	152.560773
"UCL315041"	"Ingham"	-18.653503	146.154909
"UCL315042"	"Jacobs Well"	-27.78558	153.368159
"UCL315043"	"Jimboomba"	-27.84897	153.028116
"UCL315044"	"Kensington Grove - Regency Downs"	-27.539855	152.457999
"UCL315045"	"Kilcoy"	-26.941706	152.562483
"UCL315046"	"Kingsthorpe"	-27.47591	151.823865
"UCL315047"	"Kooralbyn"	-28.084127	152.85041
"UCL315048"	"Kuranda"	-16.830494	145.622255
"UCL315049"	"Laidley"	-27.636622	152.400192
"UCL315050"	"Landsborough"	-26.813698	152.96883
"UCL315051"	"Logan Village"	-27.778532	153.113426
"UCL315052"	"Longreach"	-23.435246	144.272799
"UCL315053"	"Lowood"	-27.458017	152.565647
"UCL315054"	"Macleay Island"	-27.606375	153.36823
"UCL315055"	"Malanda"	-17.35308	145.600751
"UCL315056"	"Maleny"	-26.76834	152.849967
"UCL315057"	"Marian"	-21.147267	148.947244
"UCL315058"	"Meridan Plains"	-26.75541	153.103865
"UCL315059"	"Meringandan West"	-27.417989	151.884541
"UCL315060"	"Middlemount"	-22.817254	148.700231
"UCL315061"	"Miles"	-26.656956	150.191126
"UCL315062"	"Millmerran"	-27.876259	151.260544
"UCL315063"	"Monto"	-24.865538	151.120595
"UCL315064"	"Mooloolah"	-26.76867	152.990662
"UCL315065"	"Moore Park"	-24.709337	152.26622
"UCL315066"	"Mossman"	-16.469053	145.376211
"UCL315067"	"Mount Morgan"	-23.626247	150.389368
"UCL315068"	"Moura"	-24.566941	149.978722
"UCL315069"	"Mulambin"	-23.194405	150.78571
"UCL315070"	"Mundubbera"	-25.586766	151.299833
"UCL315071"	"Murgon"	-26.236864	151.935156
"UCL315072"	"Nanango"	-26.676196	151.983724
"UCL315073"	"Nelly Bay"	-19.154989	146.848401
"UCL315074"	"Oakey"	-27.4382	151.719808
"UCL315075"	"Palm Island"	-18.72659	146.630653
"UCL315076"	"Palmwoods"	-26.690436	152.956809
"UCL315077"	"Pittsworth"	-27.717696	151.633774
"UCL315078"	"Pomona"	-26.373976	152.861056
"UCL315079"	"Port Douglas - Craiglie"	-16.509386	145.467198
"UCL315080"	"Proserpine"	-20.404466	148.58092
"UCL315081"	"Rainbow Beach"	-25.897133	153.088544
"UCL315082"	"Rangewood"	-19.310986	146.63922
"UCL315083"	"River Heads"	-25.404013	152.910238
"UCL315084"	"Rosewood"	-27.633323	152.591468
"UCL315085"	"Russell Island"	-27.67179	153.390458
"UCL315086"	"Samford Valley - Highvale"	-27.365079	152.840112
"UCL315087"	"Sarina"	-21.42123	149.216354
"UCL315088"	"St George"	-28.038297	148.594432
"UCL315089"	"Stanthorpe"	-28.658432	151.941445
"UCL315090"	"Thursday Island"	-10.579087	142.219508
"UCL315091"	"Tieri"	-23.034393	148.348271
"UCL315092"	"Tin Can Bay"	-25.919473	152.998481
"UCL315093"	"Toogoolawah"	-27.086643	152.372099
"UCL315094"	"Toogoom"	-25.257309	152.692431
"UCL315095"	"Tully"	-17.929237	145.927098
"UCL315096"	"Walkerston"	-21.164706	149.070099
"UCL315097"	"Walloon"	-27.603247	152.672945
"UCL315098"	"Weipa"	-12.63512	141.861975
"UCL315099"	"Westbrook"	-27.60355	151.872231
"UCL315100"	"Willowbank"	-27.665441	152.685647
"UCL315101"	"Withcott"	-27.560588	152.019058
"UCL315102"	"Wondai"	-26.315258	151.865242
"UCL315103"	"Wongaling Beach"	-17.904647	146.091331
"UCL315104"	"Woodford"	-26.954996	152.783143
"UCL315105"	"Woodgate"	-25.108929	152.566049
"UCL315106"	"Wyreema"	-27.65837	151.861172
"UCL315107"	"Yandina"	-26.564378	152.949549
"UCL315108"	"Yarrabah"	-17.017382	145.874586
"UCL315109"	"Yarrabilba"	-27.829916	153.140376
"UCL315110"	"Yungaburra"	-17.260923	145.587462
"UCL321001"	"Agnes Water (L)"	-24.206469	151.901633
"UCL321002"	"Aldershot (L)"	-25.464286	152.662823
"UCL321003"	"Allora (L)"	-28.035249	151.982937
"UCL321004"	"Apple Tree Creek (L)"	-25.224907	152.233766
"UCL321005"	"Armstrong Beach (L)"	-21.452229	149.287945
"UCL321006"	"Babinda (L)"	-17.341804	145.92011
"UCL321007"	"Badu Island (L)"	-10.12031	142.139063
"UCL321008"	"Bakers Creek (L)"	-21.216366	149.159388
"UCL321009"	"Balgal Beach (L)"	-19.035469	146.412736
"UCL321010"	"Barcaldine (L)"	-23.565233	145.310459
"UCL321011"	"Beechmont (L)"	-28.098955	153.205208
"UCL321012"	"Belvedere (L)"	-17.519749	145.989614
"UCL321013"	"Benaraby (L)"	-24.001866	151.326137
"UCL321014"	"Biggenden (L)"	-25.505762	152.048606
"UCL321015"	"Black Mountain (L)"	-26.404671	152.879224
"UCL321016"	"Black River (L)"	-19.233039	146.619171
"UCL321017"	"Blackall (L)"	-24.419559	145.459456
"UCL321018"	"Blackbutt (L)"	-26.88392	152.104602
"UCL321019"	"Blue Mountain Heights (L)"	-27.499112	151.954586
"UCL321020"	"Bluewater (L)"	-19.169197	146.557606
"UCL321021"	"Bluewater Park (L)"	-19.206751	146.51376
"UCL321022"	"Booral (L)"	-25.362464	152.90373
"UCL321023"	"Bouldercombe (L)"	-23.567854	150.473147
"UCL321024"	"Boyland (L)"	-27.949393	153.162782
"UCL321025"	"Brandon (L)"	-19.55601	147.357642
"UCL321026"	"Campwin Beach (L)"	-21.37732	149.313769
"UCL321027"	"Canungra (L)"	-28.018729	153.161587
"UCL321028"	"Capella (L)"	-23.084402	148.023565
"UCL321029"	"Coochiemudlo Island (L)"	-27.568864	153.328657
"UCL321030"	"Coominya (L)"	-27.397836	152.500158
"UCL321031"	"Cooran (L)"	-26.339642	152.818763
"UCL321032"	"Cooroibah (L)"	-26.358972	152.995404
"UCL321033"	"Cooya Beach (L)"	-16.447838	145.407164
"UCL321034"	"Cunnamulla (L)"	-28.07546	145.692636
"UCL321035"	"Curra (L)"	-26.080511	152.575811
"UCL321036"	"Deebing Heights (L)"	-27.695663	152.754637
"UCL321037"	"Delaneys Creek (L)"	-27.00308	152.795646
"UCL321038"	"Dunwich (L)"	-27.492218	153.407375
"UCL321039"	"Elliott Heads (L)"	-24.909986	152.489286
"UCL321040"	"Esk (L)"	-27.243153	152.41461
"UCL321041"	"Eumundi (L)"	-26.481334	152.946249
"UCL321042"	"Flaxton (L)"	-26.65557	152.863485
"UCL321043"	"Forest Acres (L)"	-26.366377	152.940074
"UCL321044"	"Gin Gin (L)"	-24.990368	151.963076
"UCL321045"	"Glendale (L)"	-23.252952	150.475052
"UCL321046"	"Glenden (L)"	-21.348796	148.115778
"UCL321047"	"Glenore Grove (L)"	-27.541827	152.412206
"UCL321048"	"Glenview (L)"	-26.765453	153.018111
"UCL321049"	"Glenwood (L)"	-25.946812	152.63238
"UCL321050"	"Goldsborough (L)"	-17.145529	145.750551
"UCL321051"	"Gooburrum (L)"	-24.817182	152.345053
"UCL321052"	"Goombungee (L)"	-27.305724	151.851816
"UCL321053"	"Goomeri (L)"	-26.182735	152.067018
"UCL321054"	"Greenmount (L)"	-27.784442	151.904894
"UCL321055"	"Helidon (L)"	-27.549851	152.127544
"UCL321056"	"Herberton (L)"	-17.38324	145.385471
"UCL321057"	"Hope Vale (L)"	-15.296366	145.10885
"UCL321058"	"Horn Island (L)"	-10.606443	142.281303
"UCL321059"	"Horseshoe Bay (L)"	-19.122715	146.849166
"UCL321060"	"Hughenden (L)"	-20.831148	144.209054
"UCL321061"	"Inglewood (L) (Qld)"	-28.415188	151.081026
"UCL321062"	"Injinoo (L)"	-10.902399	142.330989
"UCL321063"	"Jandowae (L)"	-26.70376	151.087604
"UCL321064"	"Kalbar (L)"	-27.941612	152.630393
"UCL321065"	"Karumba (L)"	-17.472392	140.844706
"UCL321066"	"Kiels Mountain (L)"	-26.652704	153.007691
"UCL321067"	"Killarney (L)"	-28.338281	152.301003
"UCL321068"	"Kinka Beach (L)"	-23.223317	150.787571
"UCL321069"	"Kowanyama (L)"	-15.48195	141.749498
"UCL321070"	"Kureelpa (L)"	-26.608336	152.887439
"UCL321071"	"Kurrimine Beach (L)"	-17.780389	146.102906
"UCL321072"	"Laidley Heights (L)"	-27.630195	152.367478
"UCL321073"	"Lockhart River (L)"	-12.785907	143.34643
"UCL321074"	"Lower Beechmont (L)"	-28.038717	153.251643
"UCL321075"	"Mapleton (L)"	-26.624475	152.862944
"UCL321076"	"Marburg (L)"	-27.569431	152.59671
"UCL321077"	"Mareeba - South (L)"	-17.05072	145.41948
"UCL321078"	"Minden Village (L)"	-27.535699	152.560588
"UCL321079"	"Mirani (L)"	-21.159358	148.868364
"UCL321080"	"Mission Beach (L)"	-17.863398	146.102279
"UCL321081"	"Mitchell (L)"	-26.485198	147.971521
"UCL321082"	"Mundoolun (L)"	-27.866481	153.076743
"UCL321083"	"Napranum (L)"	-12.681414	141.890948
"UCL321084"	"Nebo (L)"	-21.693304	148.691994
"UCL321085"	"Nome (L)"	-19.37371	146.90987
"UCL321086"	"Normanton (L)"	-17.690966	141.074287
"UCL321087"	"Oakhurst (L)"	-25.506201	152.624481
"UCL321088"	"Pacific Haven (L)"	-25.263099	152.556551
"UCL321089"	"Pie Creek (L)"	-26.237693	152.627413
"UCL321090"	"Plainland (L)"	-27.576558	152.420003
"UCL321091"	"Point Lookout (L)"	-27.428768	153.52866
"UCL321092"	"Pormpuraaw (L)"	-14.891921	141.624455
"UCL321093"	"Prince Henry Heights (L)"	-27.552955	151.991627
"UCL321094"	"Quilpie (L)"	-26.613186	144.255432
"UCL321095"	"Ravenshoe (L)"	-17.614374	145.488417
"UCL321096"	"Richmond (L) (Qld)"	-20.720318	143.131945
"UCL321097"	"Rubyvale (L)"	-23.417224	147.69423
"UCL321098"	"Samford Village (L)"	-27.374384	152.884137
"UCL321099"	"Sapphire (L)"	-23.466333	147.710796
"UCL321100"	"Sharon (L)"	-24.883808	152.263909
"UCL321101"	"Sloping Hummock (L)"	-24.843587	152.425085
"UCL321102"	"South Mission Beach (L)"	-17.941516	146.090873
"UCL321103"	"Springsure (L)"	-24.121381	148.085876
"UCL321104"	"Sunshine Acres (L)"	-25.35811	152.788858
"UCL321105"	"Tara (L)"	-27.274811	150.45851
"UCL321106"	"Taroom (L)"	-25.641944	149.799893
"UCL321107"	"Texas (L)"	-28.852482	151.174915
"UCL321108"	"Thagoona (L)"	-27.624014	152.628212
"UCL321109"	"The Palms (L)"	-26.192937	152.588902
"UCL321110"	"Tolga - West (L)"	-17.204025	145.450915
"UCL321111"	"Tolga (L)"	-17.216351	145.474586
"UCL321112"	"Toorbul (L)"	-27.042479	153.101886
"UCL321113"	"Wangan (L)"	-17.574859	146.010321
"UCL321114"	"Winton (L)"	-22.381685	143.043259
"UCL321115"	"Witta (L)"	-26.704544	152.817821
"UCL321116"	"Wonga Beach (L)"	-16.351458	145.413595
"UCL321117"	"Woorabinda (L)"	-24.11414	149.430966
"UCL321118"	"Yabulu (L)"	-19.201553	146.585122
"UCL321119"	"Yarraman (L)"	-26.843456	151.983934
"UCL322001"	"Alligator Creek (L)"	-19.423019	146.941034
"UCL322002"	"Alpha (L)"	-23.647935	146.639952
"UCL322003"	"Alva Beach (L)"	-19.45737	147.478723
"UCL322004"	"Amity Point (L)"	-27.400248	153.439499
"UCL322005"	"Aramac (L)"	-22.971519	145.242446
"UCL322006"	"Aratula (L)"	-27.988462	152.552278
"UCL322007"	"Arcadia Bay (L)"	-19.149982	146.8662
"UCL322008"	"Augathella (L)"	-25.799719	146.584543
"UCL322009"	"Baralaba (L)"	-24.18132	149.814637
"UCL322010"	"Bauple Forest (L)"	-25.852334	152.636127
"UCL322011"	"Beerburrum - North (L)"	-26.933738	152.957039
"UCL322012"	"Beerburrum (L)"	-26.961204	152.954844
"UCL322013"	"Bell (L)"	-26.88776	151.429308
"UCL322014"	"Bingil Bay (L)"	-17.832455	146.094516
"UCL322015"	"Bluff (L)"	-23.579855	149.06989
"UCL322016"	"Boigu Island (L)"	-9.260037	142.213396
"UCL322017"	"Boonooroo - Tuan (L)"	-25.678725	152.908726
"UCL322018"	"Boreen Point (L)"	-26.283941	152.99351
"UCL322019"	"Boulia (L)"	-22.910475	139.909562
"UCL322020"	"Bramston Beach (L)"	-17.353316	146.023819
"UCL322021"	"Brightview (L)"	-27.519809	152.491576
"UCL322022"	"Burketown (L)"	-17.74586	139.536855
"UCL322023"	"Burrum Heads - East (L)"	-25.21013	152.633379
"UCL322024"	"Burrum Heads - South (L)"	-25.241886	152.588772
"UCL322025"	"Cabbage Tree Point (L)"	-27.736643	153.355231
"UCL322026"	"Camooweal (L)"	-19.921384	138.124161
"UCL322027"	"Carmoo (L)"	-17.947877	146.04272
"UCL322028"	"Cecil Plains (L)"	-27.527781	151.195243
"UCL322029"	"Chillagoe (L)"	-17.153306	144.521727
"UCL322030"	"Coconuts (L)"	-17.509077	146.053109
"UCL322031"	"Coen (L)"	-13.94708	143.198963
"UCL322032"	"Cordalba (L)"	-25.159832	152.209846
"UCL322033"	"Cungulla (L)"	-19.394552	147.108975
"UCL322034"	"Daintree (L)"	-16.257222	145.330332
"UCL322035"	"Dauan Island (L)"	-9.423386	142.539798
"UCL322036"	"Dimbulah (L)"	-17.152388	145.110595
"UCL322037"	"Dirranbandi (L)"	-28.578779	148.226232
"UCL322038"	"Donnybrook (L)"	-27.00402	153.068711
"UCL322039"	"Duaringa (L)"	-23.718256	149.672521
"UCL322040"	"Eidsvold (L)"	-25.369574	151.122825
"UCL322041"	"El Arish (L)"	-17.806099	146.004038
"UCL322042"	"Erakala (L)"	-21.124173	149.107109
"UCL322043"	"Erub (Darnley) Island (L)"	-9.585114	143.77007
"UCL322044"	"Eton (L)"	-21.251394	148.978818
"UCL322045"	"Farleigh (L)"	-21.10727	149.105286
"UCL322046"	"Finch Hatton (L)"	-21.141998	148.638843
"UCL322047"	"Flying Fish Point (L)"	-17.493179	146.074195
"UCL322048"	"Forest Hill (L)"	-27.589131	152.355587
"UCL322049"	"Fraser Island (L)"	-25.391824	153.032469
"UCL322050"	"Georgetown (L)"	-18.290713	143.544038
"UCL322051"	"Giru (L)"	-19.5195	147.107783
"UCL322052"	"Gowrie Mountain (L)"	-27.516491	151.818952
"UCL322053"	"Grantham (L)"	-27.576694	152.194135
"UCL322054"	"Grasstree Beach (L)"	-21.365552	149.306701
"UCL322055"	"Haliday Bay - Ball Bay (L)"	-20.902842	148.987878
"UCL322056"	"Halifax (L)"	-18.57879	146.285435
"UCL322057"	"Hammond Island (L)"	-10.548059	142.205802
"UCL322058"	"Harrisville (L)"	-27.81168	152.668486
"UCL322059"	"Hideaway Bay - Dingo Beach (L)"	-20.084892	148.488578
"UCL322060"	"Iama (Yam) Island (L)"	-9.901012	142.774266
"UCL322061"	"Imbil (L)"	-26.463214	152.674956
"UCL322062"	"Injune (L)"	-25.846811	148.56239
"UCL322063"	"Julia Creek (L)"	-20.666732	141.730775
"UCL322064"	"Kalamia Estate (L)"	-19.533171	147.419748
"UCL322065"	"Kandanga (L)"	-26.387308	152.677323
"UCL322066"	"Karragarra Island (L)"	-27.638929	153.373387
"UCL322067"	"Kenilworth (L)"	-26.591314	152.721115
"UCL322068"	"Keppel Sands (L)"	-23.330905	150.793134
"UCL322069"	"Kilkivan (L)"	-26.078926	152.243881
"UCL322070"	"Lamb Island (L)"	-27.623875	153.381454
"UCL322071"	"Laura (L) (Qld)"	-15.547379	144.450367
"UCL322072"	"Lockrose (L)"	-27.494479	152.458646
"UCL322073"	"Lucinda (L)"	-18.532975	146.329565
"UCL322074"	"Maaroom (L)"	-25.611451	152.872169
"UCL322075"	"Mabuiag Island (L)"	-9.957653	142.182759
"UCL322076"	"Mapoon (L)"	-12.006435	141.891084
"UCL322077"	"Mer (Murray) Island (L)"	-9.916956	144.051527
"UCL322078"	"Merinda (L)"	-20.018516	148.163848
"UCL322079"	"Meringandan (L)"	-27.42699	151.915006
"UCL322080"	"Midge Point (L)"	-20.643233	148.721059
"UCL322081"	"Millaa Millaa (L)"	-17.511019	145.61198
"UCL322082"	"Miriam Vale (L)"	-24.328602	151.553456
"UCL322083"	"Mirriwinni (L)"	-17.399329	145.908658
"UCL322084"	"Mount Garnet (L)"	-17.676452	145.11815
"UCL322085"	"Mount Julian (L)"	-20.374816	148.60647
"UCL322086"	"Mount Larcom (L)"	-23.81253	150.980929
"UCL322087"	"Mount Nebo (L)"	-27.391088	152.781662
"UCL322088"	"Mount Perry (L)"	-25.180365	151.645782
"UCL322089"	"Mourilyan (L)"	-17.580804	146.042242
"UCL322090"	"Murphys Creek (L)"	-27.461236	152.056686
"UCL322091"	"Nahrunda (L)"	-26.197907	152.612758
"UCL322092"	"New Mapoon (L)"	-10.869369	142.383573
"UCL322093"	"Newell (L)"	-16.424719	145.407194
"UCL322094"	"Oak Beach (L)"	-16.591499	145.51471
"UCL322095"	"Oakwood (L)"	-24.848975	152.297889
"UCL322096"	"Peachester (L)"	-26.844505	152.886159
"UCL322097"	"Peak Crossing (L)"	-27.784623	152.726692
"UCL322098"	"Picnic Bay (L)"	-19.175656	146.841352
"UCL322099"	"Placid Hills (L)"	-27.557798	152.250465
"UCL322100"	"Poona (L)"	-25.715832	152.905354
"UCL322101"	"Proston (L)"	-26.161874	151.597184
"UCL322102"	"Saibai Island (L)"	-9.396706	142.698734
"UCL322103"	"Sarina Beach (L)"	-21.382917	149.310915
"UCL322104"	"Saunders Beach (L)"	-19.158753	146.609323
"UCL322105"	"Scottville (L)"	-20.572092	147.816922
"UCL322106"	"Seaforth (L)"	-20.896406	148.955879
"UCL322107"	"Seisia (L)"	-10.851305	142.370897
"UCL322108"	"Seventeen Seventy (L)"	-24.173423	151.884138
"UCL322109"	"Silkwood (L)"	-17.747846	146.022032
"UCL322110"	"South Bingera (L)"	-24.966749	152.219358
"UCL322111"	"South Johnstone (L)"	-17.600971	145.995096
"UCL322112"	"Southbrook (L)"	-27.675773	151.713599
"UCL322113"	"Springbrook (L)"	-28.187662	153.264038
"UCL322114"	"St Pauls (L)"	-10.184051	142.318156
"UCL322115"	"Surat (L)"	-27.152699	149.068581
"UCL322116"	"Tambo (L)"	-24.88624	146.252312
"UCL322117"	"Tamborine (L)"	-27.87579	153.115517
"UCL322118"	"Tarzali (L)"	-17.420922	145.608444
"UCL322119"	"Taylors Beach (L)"	-18.626216	146.327259
"UCL322120"	"Thangool (L)"	-24.49066	150.574383
"UCL322121"	"Thargomindah (L)"	-27.989873	143.817407
"UCL322122"	"The Caves (L)"	-23.180581	150.466126
"UCL322123"	"Theodore (L)"	-24.94586	150.075379
"UCL322124"	"Tiaro (L)"	-25.726114	152.581354
"UCL322125"	"Tinaroo (L)"	-17.176734	145.538075
"UCL322126"	"Toolakea (L)"	-19.149095	146.59371
"UCL322127"	"Toomulla (L)"	-19.080023	146.462845
"UCL322128"	"Torbanlea (L)"	-25.346738	152.596203
"UCL322129"	"Trebonne (L)"	-18.626775	146.079884
"UCL322130"	"Tully Heads (L)"	-18.006846	146.058087
"UCL322131"	"Umagico (L)"	-10.889161	142.349935
"UCL322132"	"Walkamin (L)"	-17.151026	145.441087
"UCL322133"	"Wallangarra (L)"	-28.902415	151.911386
"UCL322134"	"Walligan (L)"	-25.349672	152.771001
"UCL322135"	"Wallumbilla (L)"	-26.586357	149.187122
"UCL322136"	"Wandoan (L)"	-26.125641	149.966646
"UCL322137"	"Warraber Island (L)"	-10.207411	142.824053
"UCL322138"	"Willows Gemfields (L)"	-23.73994	147.540231
"UCL322139"	"Wujal Wujal (L)"	-15.944672	145.320226
"UCL322140"	"Wurdong Heights (L)"	-23.983999	151.302535
"UCL322141"	"Yangan (L)"	-28.194533	152.218441
"UCL322142"	"Yelarbon (L)"	-28.574898	150.753361
"UCL322143"	"Yorke Island (L)"	-9.752786	143.410841
"UCL331777"	"Remainder of State/Territory (Qld)"	-19.93272	145.712532
"UCL379997"	"Migratory - Offshore - Shipping (Qld)"	0	0
"UCL399994"	"No usual address (Qld)"	0	0
"UCL401001"	"Adelaide"	-35.000764	138.598571
"UCL412001"	"Gawler"	-34.600723	138.740999
"UCL412002"	"Mount Gambier"	-37.823456	140.780735
"UCL412003"	"Whyalla"	-33.042104	137.544066
"UCL413001"	"Crafers - Bridgewater"	-35.009192	138.731051
"UCL413002"	"Mount Barker (SA)"	-35.061307	138.868268
"UCL413003"	"Murray Bridge"	-35.119954	139.28717
"UCL413004"	"Port Augusta"	-32.496595	137.803349
"UCL413005"	"Port Lincoln"	-34.72854	135.857452
"UCL413006"	"Port Pirie"	-33.19957	138.005392
"UCL413007"	"Victor Harbor"	-35.553334	138.609585
"UCL414001"	"Goolwa"	-35.500741	138.793563
"UCL414002"	"Naracoorte"	-36.965559	140.740893
"UCL414003"	"Nuriootpa"	-34.466962	138.993575
"UCL414004"	"Strathalbyn"	-35.254407	138.890907
"UCL415001"	"Angaston"	-34.503275	139.048816
"UCL415002"	"Angle Vale"	-34.642322	138.643372
"UCL415003"	"Balaklava"	-34.149389	138.417491
"UCL415004"	"Balhannah"	-34.985239	138.834346
"UCL415005"	"Barmera"	-34.247518	140.465433
"UCL415006"	"Berri"	-34.275328	140.604097
"UCL415007"	"Bordertown"	-36.310219	140.766461
"UCL415008"	"Ceduna"	-32.129385	133.679799
"UCL415009"	"Clare"	-33.837216	138.612501
"UCL415010"	"Coober Pedy"	-29.018915	134.762838
"UCL415011"	"Crystal Brook"	-33.357476	138.200532
"UCL415012"	"Freeling"	-34.453116	138.812009
"UCL415013"	"Hahndorf"	-35.026534	138.807488
"UCL415014"	"Jamestown"	-33.201141	138.609538
"UCL415015"	"Kadina"	-33.96284	137.707592
"UCL415016"	"Kapunda"	-34.338008	138.916459
"UCL415017"	"Kingscote"	-35.662476	137.623907
"UCL415018"	"Kingston SE"	-36.835747	139.853468
"UCL415019"	"Lewiston"	-34.601143	138.605197
"UCL415020"	"Lobethal"	-34.903102	138.880524
"UCL415021"	"Loxton"	-34.44559	140.573108
"UCL415022"	"Lyndoch"	-34.600502	138.88099
"UCL415023"	"Maitland (SA)"	-34.375739	137.673117
"UCL415024"	"Mannum"	-34.909943	139.309975
"UCL415025"	"McLaren Flat"	-35.207665	138.587751
"UCL415026"	"McLaren Vale"	-35.218078	138.543286
"UCL415027"	"Millicent"	-37.598204	140.343533
"UCL415028"	"Moonta"	-34.070251	137.582119
"UCL415029"	"Mount Compass"	-35.354706	138.608189
"UCL415030"	"Nairne"	-35.034002	138.914087
"UCL415031"	"Normanville"	-35.438964	138.317035
"UCL415032"	"Penola"	-37.376459	140.833202
"UCL415033"	"Peterborough"	-32.971153	138.837736
"UCL415034"	"Port Broughton"	-33.596742	137.932179
"UCL415035"	"Renmark"	-34.174837	140.749964
"UCL415036"	"Robe"	-37.170062	139.76866
"UCL415037"	"Roxby Downs"	-30.562458	136.900005
"UCL415038"	"Tailem Bend"	-35.258934	139.457943
"UCL415039"	"Tanunda"	-34.53116	138.958351
"UCL415040"	"Tumby Bay"	-34.381998	136.101564
"UCL415041"	"Two Wells"	-34.614485	138.533055
"UCL415042"	"Waikerie"	-34.181622	139.984513
"UCL415043"	"Wallaroo"	-33.931101	137.620955
"UCL415044"	"Williamstown"	-34.668147	138.882299
"UCL415045"	"Willunga"	-35.271687	138.552068
"UCL415046"	"Woodside"	-34.948348	138.879964
"UCL421001"	"Aldinga (L)"	-35.269995	138.483418
"UCL421002"	"Ardrossan (L)"	-34.438282	137.908081
"UCL421003"	"Birdwood (L)"	-34.818639	138.959673
"UCL421004"	"Burra (L)"	-33.674373	138.929436
"UCL421005"	"Cleve (L)"	-33.700146	136.493155
"UCL421006"	"Cockatoo Valley (L)"	-34.615923	138.835392
"UCL421007"	"Coffin Bay (L)"	-34.624835	135.464338
"UCL421008"	"Cowell (L)"	-33.681927	136.917998
"UCL421009"	"Cummins (L)"	-34.268634	135.72683
"UCL421010"	"Echunga (L)"	-35.097686	138.7899
"UCL421011"	"Eudunda (L)"	-34.171533	139.087501
"UCL421012"	"Gladstone (L)"	-33.26914	138.352041
"UCL421013"	"Greenock (L)"	-34.457104	138.928059
"UCL421014"	"Gumeracha (L)"	-34.824106	138.886875
"UCL421015"	"Hamley Bridge (L)"	-34.357115	138.682626
"UCL421016"	"Kanmantoo (L)"	-35.073892	139.012265
"UCL421017"	"Keith (L)"	-36.098929	140.356854
"UCL421018"	"Kimba (L)"	-33.1327	136.411306
"UCL421019"	"Lameroo (L)"	-35.327536	140.514215
"UCL421020"	"Macclesfield (L)"	-35.174387	138.835421
"UCL421021"	"Mallala (L)"	-34.437421	138.503929
"UCL421022"	"Meadows (L)"	-35.180916	138.75715
"UCL421023"	"Meningie (L)"	-35.688659	139.334465
"UCL421024"	"Middleton (L)"	-35.512221	138.7232
"UCL421025"	"Milang (L)"	-35.403156	138.969161
"UCL421026"	"Minlaton (L)"	-34.765506	137.596749
"UCL421027"	"Mount Pleasant (L)"	-34.774422	139.050817
"UCL421028"	"One Tree Hill (L)"	-34.716801	138.766611
"UCL421029"	"Orroroo (L)"	-32.731508	138.615193
"UCL421030"	"Paringa (L)"	-34.174894	140.788398
"UCL421031"	"Pinnaroo (L)"	-35.260563	140.910041
"UCL421032"	"Port MacDonnell (L)"	-38.050661	140.696654
"UCL421033"	"Port Wakefield (L)"	-34.182895	138.155616
"UCL421034"	"Quorn (L)"	-32.349956	138.04282
"UCL421035"	"Riverton (L)"	-34.158278	138.745427
"UCL421036"	"Roseworthy (L)"	-34.533975	138.746887
"UCL421037"	"Stansbury (L)"	-34.909638	137.793699
"UCL421038"	"Streaky Bay (L)"	-32.796579	134.206924
"UCL421039"	"Uraidla - Summertown (L)"	-34.961548	138.74166
"UCL421040"	"Virginia (L)"	-34.671478	138.556199
"UCL421041"	"Willyaroo (L)"	-35.280387	138.91153
"UCL421042"	"Wudinna (L)"	-33.045297	135.45453
