
"UCL_CODE_2016"	"UCL_NAME_2016"	"Latitude"	"Longitude"
"UCL122105"	"Nelligen (L)"	-35.650136	150.140499
"UCL122106"	"Nemingha (L)"	-31.12502	150.987625
"UCL122107"	"Nimbin (L)"	-28.597551	153.226735
"UCL122108"	"Nimmitabel (L)"	-36.511404	149.284549
"UCL122109"	"North Arm Cove (L)"	-32.668797	152.042702
"UCL122110"	"North Shore (L)"	-31.409709	152.912733
"UCL122111"	"Nundle (L)"	-31.466414	151.123584
"UCL122112"	"Oaklands (L)"	-35.558155	146.160553
"UCL122113"	"Orchard Hills (L)"	-33.796276	150.742514
"UCL122114"	"Otford (L)"	-34.214182	151.001752
"UCL122115"	"Pallamallawa (L)"	-29.474884	150.137193
"UCL122116"	"Paterson (L)"	-32.60305	151.616063
"UCL122117"	"Patonga (L)"	-33.55065	151.271561
"UCL122118"	"Perisher Village (L)"	-36.405274	148.400821
"UCL122119"	"Perthville (L)"	-33.491448	149.550357
"UCL122120"	"Picton - West (L)"	-34.168667	150.568682
"UCL122121"	"Pindimar (L)"	-32.671971	152.10932
"UCL122122"	"Rainbow Flat (L)"	-32.004477	152.476138
"UCL122123"	"Red Rock (L)"	-29.983305	153.225872
"UCL122124"	"Riverside (L)"	-31.405962	152.876019
"UCL122125"	"San Isidore (L)"	-35.124567	147.288989
"UCL122126"	"Seaham (L)"	-32.66391	151.725668
"UCL122127"	"Seahampton (L)"	-32.883955	151.583405
"UCL122128"	"South Durras (L)"	-35.655562	150.291736
"UCL122129"	"South Pambula (L)"	-36.947078	149.846936
"UCL122130"	"Spring Hill (L)"	-33.398035	149.153469
"UCL122131"	"Stanwell Tops (L)"	-34.222226	150.973487
"UCL122132"	"Stockinbingal (L)"	-34.49836	147.882175
"UCL122133"	"Sutton (L)"	-35.162041	149.255615
"UCL122134"	"Talbingo (L)"	-35.582878	148.300048
"UCL122135"	"Tapitallee (L)"	-34.835435	150.545749
"UCL122136"	"Taralga (L)"	-34.400862	149.822657
"UCL122137"	"Tarcutta (L)"	-35.275106	147.741498
"UCL122138"	"Tarraganda (L)"	-36.661583	149.862205
"UCL122139"	"Telegraph Point (L)"	-31.32543	152.792468
"UCL122140"	"Thredbo Village (L)"	-36.503971	148.306005
"UCL122141"	"Tingha (L)"	-29.950997	151.209768
"UCL122142"	"Tomago (L)"	-32.823847	151.732321
"UCL122143"	"Tomerong (L)"	-35.053983	150.586762
"UCL122144"	"Tooleybuc (L)"	-35.029853	143.337091
"UCL122145"	"Toomelah (L)"	-28.666973	150.474099
"UCL122146"	"Tottenham (L)"	-32.241185	147.354442
"UCL122147"	"Trundle (L)"	-32.92127	147.705858
"UCL122148"	"Tucabia (L)"	-29.664835	153.106289
"UCL122149"	"Tullamore (L)"	-32.630776	147.570462
"UCL122150"	"Tumbulgum (L)"	-28.273912	153.462595
"UCL122151"	"Tyalgum (L)"	-28.356311	153.206336
"UCL122152"	"Uki (L)"	-28.41495	153.334341
"UCL122153"	"Ulmarra (L)"	-29.63077	153.028966
"UCL122154"	"Ungarie (L)"	-33.642863	146.974753
"UCL122155"	"Urana (L)"	-35.329918	146.276829
"UCL122156"	"Urbenville (L)"	-28.472568	152.544891
"UCL122157"	"Wallabadah (L)"	-31.536703	150.820115
"UCL122158"	"Waterfall (L)"	-34.131741	150.992588
"UCL122159"	"Whitton (L)"	-34.513489	146.181963
"UCL122160"	"Wingello (L)"	-34.693908	150.160552
"UCL122161"	"Wolumla (L)"	-36.831916	149.811182
"UCL122162"	"Woodenbong (L)"	-28.389945	152.609692
"UCL122163"	"Woodstock (L)"	-33.746166	148.846525
"UCL122164"	"Wooli (L)"	-29.862277	153.262962
"UCL122165"	"Woollamia (L)"	-35.016673	150.652058
"UCL122166"	"Wooloweyah (L)"	-29.478134	153.345975
"UCL122167"	"Yarramundi (L)"	-33.633475	150.662648
"UCL122168"	"Yeoval (L)"	-32.747179	148.647518
"UCL131777"	"Remainder of State/Territory (NSW)"	-32.831048	147.30921
"UCL179997"	"Migratory - Offshore - Shipping (NSW)"	0	0
"UCL199994"	"No usual address (NSW)"	0	0
"UCL201001"	"Melbourne"	-37.972567	145.054226
"UCL203001"	"Geelong"	-38.153706	144.362768
"UCL211001"	"Albury - Wodonga (Wodonga Part)"	-36.118241	146.889281
"UCL211002"	"Ballarat"	-37.567452	143.805084
"UCL211003"	"Bendigo"	-36.746946	144.292147
"UCL211004"	"Melton"	-37.67773	144.563836
"UCL212001"	"Mildura - Buronga (Mildura Part)"	-34.19613	142.157657
"UCL212002"	"Shepparton - Mooroopna"	-36.390579	145.399582
"UCL212003"	"Sunbury"	-37.561958	144.720327
"UCL212004"	"Traralgon"	-38.1889	146.5193
"UCL212005"	"Warrnambool"	-38.378654	142.476705
"UCL213001"	"Bacchus Marsh"	-37.669084	144.425621
"UCL213002"	"Bairnsdale"	-37.822827	147.624337
"UCL213003"	"Colac"	-38.353037	143.590848
"UCL213004"	"Drouin"	-38.125421	145.847221
"UCL213005"	"Drysdale - Clifton Springs"	-38.162211	144.552586
"UCL213006"	"Echuca - Moama (Echuca Part)"	-36.1365	144.749764
"UCL213007"	"Horsham"	-36.737978	142.188839
"UCL213008"	"Lara"	-38.023212	144.404297
"UCL213009"	"Leopold"	-38.189399	144.467953
"UCL213010"	"Moe - Newborough"	-38.179324	146.272774
"UCL213011"	"Morwell"	-38.223766	146.420171
"UCL213012"	"Ocean Grove - Barwon Heads"	-38.252907	144.537738
"UCL213013"	"Portland (Vic.)"	-38.356813	141.609519
"UCL213014"	"Sale"	-38.106946	147.061658
"UCL213015"	"Swan Hill"	-35.350913	143.546003
"UCL213016"	"Torquay - Jan Juc"	-38.320722	144.321025
"UCL213017"	"Wangaratta"	-36.354348	146.306285
"UCL213018"	"Warragul"	-38.161285	145.931216
"UCL214001"	"Ararat"	-37.282988	142.933385
"UCL214002"	"Benalla"	-36.550281	145.98839
"UCL214003"	"Castlemaine"	-37.070875	144.219507
"UCL214004"	"Cobram"	-35.913416	145.652669
"UCL214005"	"Corowa - Wahgunyah (Wahgunyah Part)"	-36.013598	146.402327
"UCL214006"	"Gisborne"	-37.475813	144.590658
"UCL214007"	"Hamilton"	-37.735885	142.041269
"UCL214008"	"Healesville"	-37.656984	145.519703
"UCL214009"	"Inverloch"	-38.636907	145.725057
"UCL214010"	"Kilmore"	-37.290404	144.956701
"UCL214011"	"Kyabram"	-36.316682	145.049946
"UCL214012"	"Lakes Entrance"	-37.869539	147.992408
"UCL214013"	"Leongatha"	-38.475942	145.94929
"UCL214014"	"Maryborough (Vic.)"	-37.043197	143.736793
"UCL214015"	"Portarlington - St Leonards"	-38.163602	144.715841
"UCL214016"	"Seymour"	-37.02681	145.150561
"UCL214017"	"Stawell"	-37.049696	142.769119
"UCL214018"	"Wallan"	-37.399811	144.989916
"UCL214019"	"Wonthaggi"	-38.60238	145.588575
"UCL214020"	"Yarrawonga - Mulwala (Yarrawonga Part)"	-36.020724	145.999275
"UCL215001"	"Aireys Inlet - Fairhaven"	-38.459439	144.108336
"UCL215002"	"Alexandra"	-37.1924	145.704735
"UCL215003"	"Anglesea"	-38.412334	144.18592
"UCL215004"	"Apollo Bay"	-38.752708	143.666173
"UCL215005"	"Ballan"	-37.598827	144.224513
"UCL215006"	"Balnarring - Balnarring Beach"	-38.382626	145.124499
"UCL215007"	"Bannockburn"	-38.046113	144.174558
"UCL215008"	"Baranduda"	-36.190965	146.946958
"UCL215009"	"Barham - Koondrook (Koondrook Part)"	-35.636963	144.123851
"UCL215010"	"Beaconsfield Upper"	-37.998732	145.405981
"UCL215011"	"Beaufort"	-37.430675	143.382985
"UCL215012"	"Beechworth"	-36.362911	146.690473
"UCL215013"	"Beveridge"	-37.475113	144.961403
"UCL215014"	"Blind Bight"	-38.214414	145.337168
"UCL215015"	"Bright"	-36.728262	146.963281
"UCL215016"	"Broadford"	-37.212618	145.047451
"UCL215017"	"Bunyip"	-38.093101	145.722629
"UCL215018"	"Camperdown"	-38.235605	143.146726
"UCL215019"	"Cape Woolamai"	-38.528157	145.334595
"UCL215020"	"Casterton"	-37.593591	141.412221
"UCL215021"	"Chiltern"	-36.152452	146.594254
"UCL215022"	"Churchill"	-38.312659	146.420744
"UCL215023"	"Cobden"	-38.32423	143.071981
"UCL215024"	"Cohuna"	-35.80922	144.220304
"UCL215025"	"Corryong"	-36.196777	147.90175
"UCL215026"	"Cowes"	-38.454734	145.248155
"UCL215027"	"Creswick"	-37.420834	143.895824
"UCL215028"	"Daylesford - Hepburn Springs"	-37.341748	144.14127
"UCL215029"	"Diggers Rest"	-37.625777	144.717438
"UCL215030"	"Dimboola"	-36.454985	142.029742
"UCL215031"	"Donald"	-36.371434	142.985413
"UCL215032"	"Euroa"	-36.754634	145.570742
"UCL215033"	"Eynesbury"	-37.789322	144.55699
"UCL215034"	"Foster"	-38.654591	146.20291
"UCL215035"	"Garfield"	-38.090539	145.677957
"UCL215036"	"Gembrook"	-37.950775	145.554157
"UCL215037"	"Heathcote"	-36.925149	144.710976
"UCL215038"	"Heyfield"	-37.979642	146.787795
"UCL215039"	"Heywood"	-38.136891	141.630187
"UCL215040"	"Kerang"	-35.737335	143.929745
"UCL215041"	"Koo Wee Rup"	-38.198268	145.490274
"UCL215042"	"Koroit"	-38.296	142.366533
"UCL215043"	"Korumburra"	-38.436035	145.821699
"UCL215044"	"Kyneton"	-37.247748	144.455249
"UCL215045"	"Lancefield"	-37.276872	144.727011
"UCL215046"	"Lang Lang"	-38.269894	145.565361
"UCL215047"	"Longwarry"	-38.112417	145.770187
"UCL215048"	"Lorne"	-38.535904	143.978023
"UCL215049"	"Macedon"	-37.408847	144.579983
"UCL215050"	"Maffra"	-37.963103	146.987063
"UCL215051"	"Maldon"	-36.994088	144.06831
"UCL215052"	"Mansfield"	-37.060506	146.085018
"UCL215053"	"Merbein"	-34.16751	142.065195
"UCL215054"	"Millgrove"	-37.752259	145.653659
"UCL215055"	"Mirboo North"	-38.397808	146.167574
"UCL215056"	"Mortlake"	-38.078018	142.815115
"UCL215057"	"Mount Beauty - Tawonga South"	-36.735735	147.163663
"UCL215058"	"Myrtleford"	-36.568382	146.733726
"UCL215059"	"Nagambie"	-36.788123	145.155908
"UCL215060"	"Nathalia"	-36.056409	145.206247
"UCL215061"	"Nhill"	-36.337235	141.658149
"UCL215062"	"Numurkah"	-36.089772	145.446844
"UCL215063"	"Orbost"	-37.7014	148.464872
"UCL215064"	"Ouyen"	-35.069215	142.315117
"UCL215065"	"Paynesville"	-37.906968	147.722221
"UCL215066"	"Point Lonsdale - Queenscliff"	-38.274886	144.614765
"UCL215067"	"Port Fairy"	-38.376544	142.233604
"UCL215068"	"Red Cliffs"	-34.306379	142.194296
"UCL215069"	"Riddells Creek"	-37.449174	144.685512
"UCL215070"	"Robinvale"	-34.590886	142.779105
"UCL215071"	"Rochester"	-36.356814	144.701818
"UCL215072"	"Romsey"	-37.35088	144.744403
"UCL215073"	"Rosedale"	-38.153896	146.785058
"UCL215074"	"Rutherglen"	-36.058607	146.459293
"UCL215075"	"San Remo"	-38.527849	145.379404
"UCL215076"	"Seville"	-37.775201	145.458815
"UCL215077"	"St Arnaud"	-36.617322	143.256721
"UCL215078"	"Stratford"	-37.96705	147.088118
"UCL215079"	"Tatura"	-36.442452	145.231925
"UCL215080"	"Terang"	-38.241762	142.910424
"UCL215081"	"Tongala"	-36.251524	144.952839
"UCL215082"	"Tooradin"	-38.21068	145.376489
"UCL215083"	"Trafalgar"	-38.210291	146.154386
"UCL215084"	"Wandong - Heathcote Junction"	-37.357704	145.028212
"UCL215085"	"Warburton"	-37.753677	145.698194
"UCL215086"	"Warracknabeal"	-36.248725	142.390781
"UCL215087"	"Whittlesea"	-37.515856	145.119953
"UCL215088"	"Winchelsea"	-38.241616	143.994934
"UCL215089"	"Wonga Park"	-37.735722	145.27392
"UCL215090"	"Woodend"	-37.353289	144.52981
"UCL215091"	"Woori Yallock - Launching Place"	-37.788398	145.553948
"UCL215092"	"Yallourn North"	-38.157422	146.359493
"UCL215093"	"Yarra Glen"	-37.653724	145.373809
"UCL215094"	"Yarra Junction - Wesburn"	-37.779343	145.626931
"UCL215095"	"Yarragon"	-38.207667	146.061824
"UCL215096"	"Yarram"	-38.563453	146.675864
"UCL215097"	"Yea"	-37.213721	145.418193
"UCL221001"	"Allansford (L)"	-38.388639	142.601589
"UCL221002"	"Avenel (L)"	-36.900146	145.229358
"UCL221003"	"Avoca (L)"	-37.084354	143.470895
"UCL221004"	"Barnawartha (L)"	-36.105435	146.674732
"UCL221005"	"Batesford (L)"	-38.096117	144.278692
"UCL221006"	"Birchip (L)"	-35.980474	142.916441
"UCL221007"	"Birregurra (L)"	-38.340166	143.783738
"UCL221008"	"Boolarra (L)"	-38.382701	146.270662
"UCL221009"	"Boort (L)"	-36.116625	143.724018
"UCL221010"	"Briagolong (L)"	-37.844298	147.073651
"UCL221011"	"Bruthen (L)"	-37.699771	147.824272
"UCL221012"	"Bushfield - Woodford (L)"	-38.32073	142.499242
"UCL221013"	"Cabarita (L)"	-34.208032	142.08651
"UCL221014"	"Cannons Creek (L)"	-38.212531	145.311906
"UCL221015"	"Cape Paterson (L)"	-38.672564	145.61533
"UCL221016"	"Cardigan Village (L)"	-37.516971	143.709906
"UCL221017"	"Carisbrook (L)"	-37.044848	143.809924
"UCL221018"	"Charlton (L)"	-36.266696	143.35187
"UCL221019"	"Clunes (L) (Vic.)"	-37.277343	143.769317
"UCL221020"	"Coleraine (L)"	-37.60201	141.695824
"UCL221021"	"Corinella (L)"	-38.414908	145.428355
"UCL221022"	"Coronet Bay (L)"	-38.434813	145.443241
"UCL221023"	"Dunkeld (L)"	-37.645602	142.343325
"UCL221024"	"Dunolly (L)"	-36.856472	143.7314
"UCL221025"	"Eagle Point (L)"	-37.881966	147.686473
"UCL221026"	"East Warburton (L)"	-37.748876	145.749964
"UCL221027"	"Edenhope (L)"	-37.026724	141.283108
"UCL221028"	"Eildon (L)"	-37.233085	145.914275
"UCL221029"	"Elmore (L)"	-36.493361	144.60985
"UCL221030"	"Flinders (L)"	-38.475549	145.018486
"UCL221031"	"Glengarry (L)"	-38.128551	146.569542
"UCL221032"	"Grantville - Pioneer Bay (L)"	-38.398209	145.536188
"UCL221033"	"Greendale (L)"	-37.563403	144.301315
"UCL221034"	"Harcourt (L)"	-37.004145	144.255241
"UCL221035"	"Hopetoun (L) (Vic.)"	-35.726482	142.364345
"UCL221036"	"Hopetoun Park (L)"	-37.69419	144.501328
"UCL221037"	"Inglewood (L) (Vic.)"	-36.573872	143.867233
"UCL221038"	"Inverleigh (L)"	-38.097853	144.055268
"UCL221039"	"Kaniva (L)"	-36.377983	141.237493
"UCL221040"	"Kinglake (L)"	-37.530451	145.349819
"UCL221041"	"Kinglake West (L)"	-37.471635	145.261115
"UCL221042"	"Lake Boga (L)"	-35.449602	143.64284
"UCL221043"	"Lake Tyers Beach (L)"	-37.858428	148.080369
"UCL221044"	"Lethbridge (L)"	-37.962816	144.136657
"UCL221045"	"Loch Sport (L)"	-38.04673	147.58491
"UCL221046"	"Mallacoota (L)"	-37.549113	149.74191
"UCL221047"	"Malmsbury (L)"	-37.187489	144.390975
"UCL221048"	"Marong (L)"	-36.735653	144.134222
"UCL221049"	"Maryknoll (L)"	-38.03527	145.604823
"UCL221050"	"Metung (L)"	-37.881618	147.84765
"UCL221051"	"Moriac (L)"	-38.247338	144.16965
"UCL221052"	"Murchison (L)"	-36.611513	145.21242
"UCL221053"	"Murtoa (L)"	-36.6223	142.471069
"UCL221054"	"Nar Nar Goon (L)"	-38.083089	145.567906
"UCL221055"	"Neerim South (L)"	-38.017447	145.956735
"UCL221056"	"Newlands Arm (L)"	-37.925287	147.699623
"UCL221057"	"Newstead (L)"	-37.112112	144.063929
"UCL221058"	"Nyora (L)"	-38.333231	145.676263
"UCL221059"	"Porepunkah (L)"	-36.698759	146.913317
"UCL221060"	"Raymond Island (L)"	-37.907915	147.749335
"UCL221061"	"Rockbank (L)"	-37.731316	144.661908
"UCL221062"	"Rushworth (L)"	-36.582074	145.014114
"UCL221063"	"Sea Lake (L)"	-35.505465	142.851279
"UCL221064"	"Seville East (L)"	-37.775404	145.494159
"UCL221065"	"Smythesdale (L)"	-37.648259	143.675643
"UCL221066"	"Strathmerton (L)"	-35.926072	145.480243
"UCL221067"	"Surf Beach - Sunderland Bay (L)"	-38.509406	145.289139
"UCL221068"	"Tallangatta (L)"	-36.216111	147.178706
"UCL221069"	"Teesdale (L)"	-38.025412	144.049042
"UCL221070"	"Timboon (L)"	-38.485679	142.976049
"UCL221071"	"Traralgon South (L)"	-38.308867	146.545213
"UCL221072"	"Trentham (L)"	-37.385794	144.325032
"UCL221073"	"Ventnor (L)"	-38.465132	145.180229
"UCL221074"	"Venus Bay (L)"	-38.678535	145.782086
"UCL221075"	"Violet Town (L)"	-36.638411	145.717844
"UCL221076"	"Warneet (L)"	-38.221921	145.311916
"UCL221077"	"Wedderburn (L)"	-36.418069	143.61583
"UCL221078"	"Werribee South (L)"	-37.97045	144.687177
"UCL221079"	"Wurruk (L)"	-38.109415	147.029625
"UCL221080"	"Wycheproof (L)"	-36.071774	143.22854
"UCL221081"	"Yackandandah (L)"	-36.317673	146.837816
"UCL221082"	"Yinnar (L)"	-38.323542	146.32555
"UCL222001"	"Arcadia Downs (L)"	-36.443731	145.359627
"UCL222002"	"Arthurs Seat (L)"	-38.361395	144.96049
"UCL222003"	"Axedale (L)"	-36.790748	144.502558
"UCL222004"	"Baw Baw Village (L)"	-37.844011	146.255584
"UCL222005"	"Beeac (L)"	-38.197806	143.64021
"UCL222006"	"Bellbridge (L)"	-36.099493	147.061755
"UCL222007"	"Bethanga (L)"	-36.119333	147.094164
"UCL222008"	"Blackwood (L)"	-37.473272	144.306267
"UCL222009"	"Bridgewater (L)"	-36.604145	143.940821
"UCL222010"	"Bulla (L)"	-37.635775	144.805295
"UCL222011"	"Buln Buln (L)"	-38.098339	145.941823
"UCL222012"	"Bundalong (L)"	-36.032899	146.166636
"UCL222013"	"Buxton (L)"	-37.42239	145.706034
"UCL222014"	"Cape Schanck (L)"	-38.466313	144.890533
"UCL222015"	"Clyde (L)"	-38.139351	145.38321
"UCL222016"	"Dales Creek (L)"	-37.521864	144.303157
"UCL222017"	"Dalyston (L)"	-38.562196	145.545513
"UCL222018"	"Darnum (L)"	-38.190824	146.006102
"UCL222019"	"Dartmoor (L)"	-37.921386	141.279508
"UCL222020"	"Derrinallum (L)"	-37.942672	143.217237
"UCL222021"	"Dinner Plain (L)"	-37.023483	147.241099
"UCL222022"	"Don Valley (L)"	-37.761377	145.596298
"UCL222023"	"Dookie (L)"	-36.329963	145.68232
"UCL222024"	"Eldorado (L)"	-36.311359	146.530055
"UCL222025"	"Enfield (L)"	-37.72833	143.803883
"UCL222026"	"Falls Creek (L) (Vic.)"	-36.866022	147.277691
"UCL222027"	"Fish Creek (L)"	-38.694857	146.084171
"UCL222028"	"Glenrowan - North (L)"	-36.431624	146.238289
"UCL222029"	"Glenrowan (L)"	-36.461892	146.225707
"UCL222030"	"Golden Beach - Paradise Beach (L)"	-38.204443	147.40102
"UCL222031"	"Goornong (L)"	-36.617564	144.508748
"UCL222032"	"Gordon (L)"	-37.581503	144.106754
"UCL222033"	"Goroke (L)"	-36.71919	141.473898
"UCL222034"	"Guildford (L)"	-37.148855	144.166063
"UCL222035"	"Gunbower (L)"	-35.952713	144.375293
"UCL222036"	"Halls Gap (L)"	-37.140345	142.519503
"UCL222037"	"Harrietville (L)"	-36.894522	147.065872
"UCL222038"	"Hazeldene (L)"	-37.371812	145.272178
"UCL222039"	"Jeparit (L)"	-36.144244	141.98342
"UCL222040"	"Katamatite (L)"	-36.079803	145.688288
"UCL222041"	"Katandra West (L)"	-36.225509	145.559494
"UCL222042"	"Kialla West (L)"	-36.465279	145.386353
"UCL222043"	"Kiewa (L)"	-36.25122	147.004164
"UCL222044"	"Kilcunda (L)"	-38.546727	145.469619
"UCL222045"	"Learmonth (L)"	-37.428367	143.722268
"UCL222046"	"Leitchville (L)"	-35.907546	144.302362
"UCL222047"	"Lindenow (L)"	-37.800662	147.450967
"UCL222048"	"Linton (L)"	-37.684403	143.565479
"UCL222049"	"Lismore (L)"	-37.949029	143.345901
"UCL222050"	"Little River (L)"	-37.964258	144.501414
"UCL222051"	"Lockington (L)"	-36.269297	144.536848
"UCL222052"	"Macarthur (L)"	-38.031369	141.996064
"UCL222053"	"Manangatang (L)"	-35.048771	142.882762
"UCL222054"	"Marengo (L)"	-38.778219	143.656714
"UCL222055"	"Marlo (L)"	-37.791528	148.541969
"UCL222056"	"Marysville (L)"	-37.512859	145.747055
"UCL222057"	"Meeniyan (L)"	-38.581285	146.012545
"UCL222058"	"Meredith (L)"	-37.851192	144.078017
"UCL222059"	"Merrigum (L)"	-36.372663	145.130299
"UCL222060"	"Milawa (L)"	-36.444466	146.432287
"UCL222061"	"Minyip (L)"	-36.460543	142.587428
"UCL222062"	"Mount Buller (L)"	-37.136923	146.44411
"UCL222063"	"Mount Egerton (L)"	-37.629412	144.103809
"UCL222064"	"Mount Hotham (L)"	-36.990282	147.129673
"UCL222065"	"Moyhu (L)"	-36.574852	146.378876
"UCL222066"	"Murrayville (L)"	-35.258039	141.181198
"UCL222067"	"Myrniong (L)"	-37.619442	144.348773
"UCL222068"	"Natimuk (L)"	-36.741198	141.944105
"UCL222069"	"Newhaven (L)"	-38.513277	145.357066
"UCL222070"	"Nichols Point (L)"	-34.231043	142.21149
"UCL222071"	"Nilma (L)"	-38.172676	145.970777
"UCL222072"	"Noorat (L)"	-38.190143	142.935075
"UCL222073"	"Nyah (L)"	-35.17207	143.378809
"UCL222074"	"Nyah West (L)"	-35.186111	143.344079
"UCL222075"	"Omeo (L)"	-37.099554	147.595614
"UCL222076"	"Oxley (L)"	-36.447273	146.381822
"UCL222077"	"Panton Hill (L)"	-37.641184	145.2409
"UCL222078"	"Penshurst (L)"	-37.87409	142.287298
"UCL222079"	"Poowong (L)"	-38.339859	145.763559
"UCL222080"	"Port Albert (L)"	-38.669238	146.697231
"UCL222081"	"Port Campbell (L)"	-38.618001	142.997933
"UCL222082"	"Powelltown (L)"	-37.861729	145.748236
"UCL222083"	"Pyalong (L)"	-37.126813	144.862349
"UCL222084"	"Pyramid Hill (L)"	-36.055117	144.115865
"UCL222085"	"Quambatook (L)"	-35.850056	143.522529
"UCL222086"	"Rainbow (L)"	-35.900163	141.995038
"UCL222087"	"Rawson (L)"	-37.956041	146.396153
"UCL222088"	"Red Hill South (L)"	-38.379509	145.028203
"UCL222089"	"Rhyll (L)"	-38.465286	145.3022
"UCL222090"	"Rupanyup (L)"	-36.631686	142.632058
"UCL222091"	"Sandy Point (L)"	-38.828675	146.123785
"UCL222092"	"Sawmill Settlement (L)"	-37.112234	146.35012
"UCL222093"	"Shepparton East (L)"	-36.398796	145.47737
"UCL222094"	"Shoreham (L)"	-38.424509	145.052681
"UCL222095"	"Skipton (L)"	-37.681155	143.361811
"UCL222096"	"Smiths Beach (L)"	-38.50082	145.254515
"UCL222097"	"Snake Valley (L)"	-37.611532	143.585389
"UCL222098"	"St Andrews (L)"	-37.603307	145.279419
"UCL222099"	"Stanhope (L)"	-36.447561	144.986445
"UCL222100"	"Sunset Strip (L)"	-38.490149	145.264634
"UCL222101"	"Talbot (L)"	-37.168043	143.694911
"UCL222102"	"Tallarook (L)"	-37.093551	145.102388
"UCL222103"	"Tallygaroopna (L)"	-36.23882	145.435738
"UCL222104"	"Tangambalanga (L)"	-36.248595	147.036488
"UCL222105"	"Tawonga (L)"	-36.70052	147.143179
"UCL222106"	"Toolamba (L)"	-36.489464	145.338982
"UCL222107"	"Toongabbie (L)"	-38.060913	146.628907
"UCL222108"	"Toora (L)"	-38.664146	146.328104
"UCL222109"	"Tungamah (L)"	-36.164525	145.878262
"UCL222110"	"Tylden (L)"	-37.326234	144.406799
"UCL222111"	"Tynong (L)"	-38.080871	145.627641
"UCL222112"	"Underbool (L)"	-35.168902	141.809318
"UCL222113"	"Wandiligong (L)"	-36.774276	146.983971
"UCL222114"	"Waterford Park (L)"	-37.300454	145.066402
"UCL222115"	"Willaura (L)"	-37.54998	142.736719
"UCL222116"	"Willow Grove (L)"	-38.070601	146.182165
"UCL222117"	"Wimbledon Heights (L)"	-38.480197	145.234153
"UCL222118"	"Wonga Park - South (L)"	-37.750365	145.268699
"UCL222119"	"Woolsthorpe (L)"	-38.185088	142.43085
"UCL222120"	"Woorinen South (L)"	-35.291556	143.451696
"UCL222121"	"Wunghnu (L)"	-36.154211	145.430224
"UCL222122"	"Tyers (L)"	-38.152029	146.477133
"UCL231777"	"Remainder of State/Territory (Vic.)"	-36.558583	145.468986
"UCL279997"	"Migratory - Offshore - Shipping (Vic.)"	0	0
"UCL299994"	"No usual address (Vic.)"	0	0
"UCL301001"	"Brisbane"	-27.382143	152.992838
"UCL302001"	"Gold Coast - Tweed Heads (Gold Coast Part)"	-27.95424	153.369339
"UCL303001"	"Cairns"	-16.886571	145.716944
"UCL303002"	"Sunshine Coast"	-26.606483	153.06273
"UCL303003"	"Toowoomba"	-27.57359	151.926883
"UCL303004"	"Townsville"	-19.29686	146.755237
"UCL311001"	"Bundaberg"	-24.88648	152.322658
"UCL311002"	"Hervey Bay"	-25.290388	152.80692
"UCL311003"	"Mackay"	-21.071649	149.177745
"UCL311004"	"Rockhampton"	-23.339409	150.520139
"UCL312001"	"Gladstone"	-23.868796	151.241426
"UCL312002"	"Maryborough (Qld)"	-25.539575	152.70036
"UCL313001"	"Bargara - Innes Park"	-24.84598	152.465985
"UCL313002"	"Bongaree - Woorim"	-27.06055	153.162293
"UCL313003"	"Dalby"	-27.169691	151.251416
"UCL313004"	"Emerald"	-23.528149	148.167429
"UCL313005"	"Gracemere"	-23.45493	150.455026
"UCL313006"	"Gympie"	-26.194637	152.671825
"UCL313007"	"Kingaroy"	-26.542266	151.831969
"UCL313008"	"Mount Isa"	-20.714814	139.518398
"UCL313009"	"Nambour"	-26.633663	152.95536
"UCL313010"	"Warwick"	-28.218542	152.032411
"UCL313011"	"Yeppoon"	-23.133755	150.728326
"UCL314001"	"Airlie Beach - Cannonvale"	-20.279356	148.756151
"UCL314002"	"Atherton"	-17.262628	145.485149
"UCL314003"	"Ayr"	-19.572859	147.402092
"UCL314004"	"Beaudesert"	-27.982871	152.990672
"UCL314005"	"Beerwah"	-26.862907	152.940064
"UCL314006"	"Biloela"	-24.390179	150.517514
"UCL314007"	"Bowen"	-20.021975	148.235229
"UCL314008"	"Charters Towers"	-20.068757	146.269079
"UCL314009"	"Chinchilla"	-26.745165	150.627636
"UCL314010"	"Gatton"	-27.566272	152.275815
"UCL314011"	"Goondiwindi"	-28.532183	150.28757
"UCL314012"	"Gordonvale"	-17.106917	145.777809
"UCL314013"	"Highfields"	-27.458567	151.942489
"UCL314014"	"Innisfail"	-17.525131	146.01644
"UCL314015"	"Jimboomba - West"	-27.812586	152.962309
"UCL314016"	"Mareeba"	-17.002936	145.426345
"UCL314017"	"Moranbah"	-21.996858	148.043583
"UCL314018"	"Mount Cotton"	-27.635161	153.248815
"UCL314019"	"Roma"	-26.561822	148.803873
"UCL314020"	"Sandstone Point - Ningi"	-27.069149	153.084789
"UCL314021"	"Tamborine Mountain"	-27.950799	153.19135
"UCL314022"	"Tannum Sands - Boyne Island"	-23.926335	151.338849
"UCL315001"	"Alice River"	-19.327781	146.601937
"UCL315002"	"Allingham"	-18.697063	146.299219
"UCL315003"	"Aurukun"	-13.341673	141.718781
"UCL315004"	"Bamaga"	-10.889211	142.392554
"UCL315005"	"Beachmere"	-27.129222	153.052805
"UCL315006"	"Blackwater"	-23.579144	148.884538
